quantity,origin,kind,canonical_route,formula,value,reference,residual_pct,sector,phi_variant,paper_source,confirmations,py_sites,cpp_sites,lean_sites,corpus_citations,status
KK_Mars_orbit_AU,odmap,observable,,qcalcgeom,1.5205052953872107,1.524,0.229311,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Mars_orbit_AU,odmap,observable,,qcalcgeom,1.5205052953872107,1.524,0.229311,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Mars_orbit_AU,odmap,observable,,qcalcgeom,1.5205052953872107,1.524,0.229311,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Mars_orbit_AU,odmap,observable,,bsfg,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,bsfg,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,bsfg,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,dpm,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,dpm,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,dpm,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,d26,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,d26,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mars_orbit_AU,odmap,observable,,d26,,1.524,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,qcalcgeom,8.822047162389,8.797,0.284724,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Mercury_year_per_10_day,odmap,observable,,qcalcgeom,8.822047162389,8.797,0.284724,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Mercury_year_per_10_day,odmap,observable,,qcalcgeom,8.822047162389,8.797,0.284724,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_Mercury_year_per_10_day,odmap,observable,,bsfg,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,bsfg,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,bsfg,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,dpm,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,dpm,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,dpm,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,d26,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,d26,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Mercury_year_per_10_day,odmap,observable,,d26,,8.797,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,qcalcgeom,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,qcalcgeom,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,qcalcgeom,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,bsfg,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,bsfg,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,bsfg,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,dpm,27.32127097800926,27.32,0.004652,KK,,PAPER_1167,,dpm,,,133,OK
KK_Moon_orbital_period_per_day,odmap,observable,,dpm,27.32127097800926,27.32,0.004652,KK,,PAPER_1167,,dpm,,,133,OK
KK_Moon_orbital_period_per_day,odmap,observable,,dpm,27.32127097800926,27.32,0.004652,KK,,PAPER_1167,,dpm,,,133,OK
KK_Moon_orbital_period_per_day,odmap,observable,,d26,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,d26,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Moon_orbital_period_per_day,odmap,observable,,d26,,27.32,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,qcalcgeom,3.642925572389,3.65256,0.263772,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_sidereal_year_per_100_day,odmap,observable,,qcalcgeom,3.642925572389,3.65256,0.263772,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_sidereal_year_per_100_day,odmap,observable,,qcalcgeom,3.642925572389,3.65256,0.263772,KK,,PAPER_1167,,qcalcgeom,,,133,OK
KK_sidereal_year_per_100_day,odmap,observable,,bsfg,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,bsfg,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,bsfg,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,dpm,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,dpm,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,dpm,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,d26,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,d26,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_sidereal_year_per_100_day,odmap,observable,,d26,,3.65256,,KK,,PAPER_1167,,qcalcgeom,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,qcalcgeom,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,qcalcgeom,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,qcalcgeom,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,bsfg,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,bsfg,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,bsfg,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,dpm,19.838011188271604,19.89,0.261382,KK,,PAPER_1167,,dpm,,,133,OK
KK_Sun_mass_per_1e29_kg,odmap,observable,,dpm,19.838011188271604,19.89,0.261382,KK,,PAPER_1167,,dpm,,,133,OK
KK_Sun_mass_per_1e29_kg,odmap,observable,,dpm,19.838011188271604,19.89,0.261382,KK,,PAPER_1167,,dpm,,,133,OK
KK_Sun_mass_per_1e29_kg,odmap,observable,,d26,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,d26,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_mass_per_1e29_kg,odmap,observable,,d26,,19.89,,KK,,PAPER_1167,,dpm,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,qcalcgeom,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,qcalcgeom,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,qcalcgeom,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,bsfg,6.99417364427611,6.96,0.491001,KK,,PAPER_1167,,bsfg,,,133,OK
KK_Sun_radius_per_1e8_m,odmap,observable,,bsfg,6.99417364427611,6.96,0.491001,KK,,PAPER_1167,,bsfg,,,133,OK
KK_Sun_radius_per_1e8_m,odmap,observable,,bsfg,6.99417364427611,6.96,0.491001,KK,,PAPER_1167,,bsfg,,,133,OK
KK_Sun_radius_per_1e8_m,odmap,observable,,dpm,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,dpm,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,dpm,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,d26,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,d26,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
KK_Sun_radius_per_1e8_m,odmap,observable,,d26,,6.96,,KK,,PAPER_1167,,bsfg,,,133,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,0.0330314170065003,0.033040484293971134,0.027443,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,0.0330314170065003,0.033040484293971134,0.027443,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_BAO_rd_H0_over_c_alternate,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,0.0330314170065003,0.033040484293971134,0.027443,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,0.033040484293971134,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,0.033043557692307685,0.033040484293971134,0.009302,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,0.033043557692307685,0.033040484293971134,0.009302,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_BAO_rd_H0_over_c_primary,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,0.033043557692307685,0.033040484293971134,0.009302,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_D_over_H,odmap,observable,,qcalcgeom,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,qcalcgeom,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,qcalcgeom,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,bsfg,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,bsfg,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,bsfg,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,dpm,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,dpm,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,dpm,,2.547e-05,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_D_over_H,odmap,observable,,d26,2.5833333333333342e-05,2.547e-05,1.426515,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_D_over_H,odmap,observable,,d26,2.5833333333333342e-05,2.547e-05,1.426515,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_D_over_H,odmap,observable,,d26,2.5833333333333342e-05,2.547e-05,1.426515,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_EDGES_extra_cooling,odmap,observable,,qcalcgeom,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,qcalcgeom,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,qcalcgeom,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,bsfg,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,bsfg,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,bsfg,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,dpm,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,dpm,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,dpm,,2.5,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_EDGES_extra_cooling,odmap,observable,,d26,2.6004514690350304,2.5,4.018059,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_EDGES_extra_cooling,odmap,observable,,d26,2.6004514690350304,2.5,4.018059,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_EDGES_extra_cooling,odmap,observable,,d26,2.6004514690350304,2.5,4.018059,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_EDGES_T21_amplitude,odmap,observable,,qcalcgeom,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,qcalcgeom,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,qcalcgeom,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,bsfg,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,bsfg,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,bsfg,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,dpm,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,dpm,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,dpm,,-289.0,,LCDM,,PAPER_1761,,d26,,,3,SYMBOLIC_PENDING_R1
LCDM_EDGES_T21_amplitude,odmap,observable,,d26,-289.392,-289.0,0.135640,LCDM,,PAPER_1761,,d26,,,3,OK
LCDM_EDGES_T21_amplitude,odmap,observable,,d26,-289.392,-289.0,0.135640,LCDM,,PAPER_1761,,d26,,,3,OK
LCDM_EDGES_T21_amplitude,odmap,observable,,d26,-289.392,-289.0,0.135640,LCDM,,PAPER_1761,,d26,,,3,OK
LCDM_eta_B,odmap,observable,,qcalcgeom,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,qcalcgeom,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,qcalcgeom,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,bsfg,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,bsfg,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,bsfg,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,dpm,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,dpm,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,dpm,,6.14e-10,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_eta_B,odmap,observable,,d26,6.000000000000003e-10,6.14e-10,2.280130,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_eta_B,odmap,observable,,d26,6.000000000000003e-10,6.14e-10,2.280130,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_eta_B,odmap,observable,,d26,6.000000000000003e-10,6.14e-10,2.280130,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),qcalcgeom,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),bsfg,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),dpm,,1.083679525222552,,LCDM,,PAPER_1156,,d26,,,179,SYMBOLIC_PENDING_R1
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,1.0833333333333333,1.083679525222552,0.031946,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,1.0833333333333333,1.083679525222552,0.031946,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_H0_tension_ratio,odmap,observable,PAPER_2093 grid (2.27e-18 = observed local anchor; residual = Hubble tension per PAPER_2125),d26,1.0833333333333333,1.083679525222552,0.031946,LCDM,,PAPER_1156,,d26,,,179,OK
LCDM_Li7_BBN_dilution,odmap,observable,,qcalcgeom,,3.1,,LCDM,,PAPER_1227,,dpm,,,4,SYMBOLIC_PENDING_R1
LCDM_Li7_BBN_dilution,odmap,observable,,qcalcgeom,,3.1,,LCDM,,PAPER_1227,,dpm,,,4,SYMBOLIC_PENDING_R1
LCDM_Li7_BBN_dilution,odmap,observable,,qcalcgeom,,3.1,,LCDM,,PAPER_1227,,dpm,,,4,SYMBOLIC_PENDING_R1
LCDM_Li7_BBN_dilution,odmap,observable,,bsfg,,3.1,,LCDM,,PAPER_1227,,dpm,,,4,SYMBOLIC_PENDING_R1
LCDM_Li7_BBN_dilution,odmap,observable,,bsfg,,3.1,,LCDM,,PAPER_1227,,dpm,,,4,SYMBOLIC_PENDING_R1
LCDM_Li7_BBN_dilution,odmap,observable,,bsfg,,3.1,,LCDM,,PAPER_1227,,dpm,,,4,SYMBOLIC_PENDING_R1
